pheno	pheno_code	idp
GLGC_Mc_HDL	ieu-a-299	IDP-25826
GLGC_Mc_HDL	ieu-a-299	IDP-25882
GLGC_Mc_TG	ieu-a-302	IDP-25912
IBD.EUR.Crohns_Disease	ukb-a-552	IDP-25887
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25885
SSGAC_Depressive_Symptoms	ieu-a-1000	IDP-25864
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25003
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25004
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25021
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25025
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25783
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25787
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25795
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25834
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25876
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25880
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25881
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25892
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25893
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25894
SSGAC_Education_Years_Pooled	ukb-b-6134	PC-5
UKB_1160_Sleep_duration	ukb-b-4424	IDP-25818
UKB_1160_Sleep_duration	ukb-b-4424	IDP-25839
UKB_1180_Morning_or_evening_person_chronotype	ukb-b-4956	IDP-25011
UKB_1180_Morning_or_evening_person_chronotype	ukb-b-4956	IDP-25819
UKB_1200_Sleeplessness_or_insomnia	ukb-b-3957	IDP-25901
UKB_1807_Fathers_age_at_death	ukb-b-11303	IDP-25880
UKB_1807_Fathers_age_at_death	ukb-b-11303	PC-3
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25018
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25806
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25809
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25830
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25831
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25864
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25880
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25881
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25882
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25885
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25890
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25891
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25892
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25904
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25911
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	PC-3
UKB_20002_1111_self_reported_asthma	ukb-b-20208	IDP-25018
UKB_20002_1111_self_reported_asthma	ukb-b-20208	IDP-25791
UKB_20002_1111_self_reported_asthma	ukb-b-20208	IDP-25795
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	ukb-b-20289	IDP-25798
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	ukb-b-20289	IDP-25827
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	ukb-b-20289	IDP-25854
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	ukb-b-19732	IDP-25844
UKB_20002_1261_self_reported_multiple_sclerosis	ieu-b-18	IDP-25809
UKB_20002_1309_self_reported_osteoporosis	ukb-b-17796	IDP-25836
UKB_20002_1309_self_reported_osteoporosis	ukb-b-17796	IDP-25920
UKB_20002_1309_self_reported_osteoporosis	ukb-b-17796	PC-2
UKB_20002_1453_self_reported_psoriasis	ukb-b-10537	IDP-25790
UKB_20002_1473_self_reported_high_cholesterol	ukb-b-10912	IDP-25013
UKB_20002_1473_self_reported_high_cholesterol	ukb-b-10912	IDP-25014
UKB_20002_1473_self_reported_high_cholesterol	ukb-b-10912	IDP-25880
UKB_20002_1473_self_reported_high_cholesterol	ukb-b-10912	PC-3
UKB_20002_1473_self_reported_high_cholesterol	ukb-b-10912	PC-4
UKB_20016_Fluid_intelligence_score	ukb-b-5238	IDP-25003
UKB_20016_Fluid_intelligence_score	ukb-b-5238	IDP-25004
UKB_20016_Fluid_intelligence_score	ukb-b-5238	IDP-25783
UKB_20016_Fluid_intelligence_score	ukb-b-5238	IDP-25874
UKB_20016_Fluid_intelligence_score	ukb-b-5238	IDP-25875
UKB_20016_Fluid_intelligence_score	ukb-b-5238	IDP-25892
UKB_20016_Fluid_intelligence_score	ukb-b-5238	PC-5
UKB_20022_Birth_weight	ukb-b-13378	IDP-25812
UKB_20022_Birth_weight	ukb-b-13378	IDP-25834
UKB_20022_Birth_weight	ukb-b-13378	IDP-25835
UKB_20022_Birth_weight	ukb-b-13378	IDP-25848
UKB_20022_Birth_weight	ukb-b-13378	IDP-25849
UKB_20022_Birth_weight	ukb-b-13378	IDP-25869
UKB_20022_Birth_weight	ukb-b-13378	IDP-25878
UKB_20022_Birth_weight	ukb-b-13378	IDP-25882
UKB_20022_Birth_weight	ukb-b-13378	IDP-25883
UKB_20022_Birth_weight	ukb-b-13378	IDP-25893
UKB_20022_Birth_weight	ukb-b-13378	IDP-25894
UKB_20022_Birth_weight	ukb-b-13378	IDP-25912
UKB_20022_Birth_weight	ukb-b-13378	IDP-25914
UKB_20022_Birth_weight	ukb-b-13378	PC-4
UKB_20022_Birth_weight	ukb-b-13378	PC-5
UKB_20127_Neuroticism_score	ukb-b-4630	IDP-25792
UKB_20127_Neuroticism_score	ukb-b-4630	IDP-25818
UKB_20127_Neuroticism_score	ukb-b-4630	IDP-25834
UKB_20127_Neuroticism_score	ukb-b-4630	IDP-25838
UKB_20127_Neuroticism_score	ukb-b-4630	IDP-25855
UKB_20127_Neuroticism_score	ukb-b-4630	PC-3
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25007
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25008
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25011
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25789
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25818
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25819
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25826
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25853
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25892
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25894
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25909
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25910
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25911
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25912
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25913
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25914
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25918
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25920
UKB_21001_Body_mass_index_BMI	ukb-b-19953	PC-2
UKB_21001_Body_mass_index_BMI	ukb-b-19953	PC-4
UKB_21001_Body_mass_index_BMI	ukb-b-19953	PC-5
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25003
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25004
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25011
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25018
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25021
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25025
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25789
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25797
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25839
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25853
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25855
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25869
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25878
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25882
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25890
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25891
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25892
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25894
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25908
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25909
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25911
UKB_23099_Body_fat_percentage	ukb-b-8909	PC-2
UKB_23099_Body_fat_percentage	ukb-b-8909	PC-4
UKB_23099_Body_fat_percentage	ukb-b-8909	PC-5
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	ukb-a-303	IDP-25802
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	ukb-a-303	IDP-25868
UKB_3526_Mothers_age_at_death	ukb-b-12687	IDP-25880
UKB_3526_Mothers_age_at_death	ukb-b-12687	IDP-25882
UKB_3526_Mothers_age_at_death	ukb-b-12687	IDP-25883
UKB_3526_Mothers_age_at_death	ukb-b-12687	IDP-25892
UKB_50_Standing_height	ukb-b-10787	IDP-25003
UKB_50_Standing_height	ukb-b-10787	IDP-25004
UKB_50_Standing_height	ukb-b-10787	IDP-25005
UKB_50_Standing_height	ukb-b-10787	IDP-25006
UKB_50_Standing_height	ukb-b-10787	IDP-25009
UKB_50_Standing_height	ukb-b-10787	IDP-25010
UKB_50_Standing_height	ukb-b-10787	IDP-25013
UKB_50_Standing_height	ukb-b-10787	IDP-25014
UKB_50_Standing_height	ukb-b-10787	IDP-25015
UKB_50_Standing_height	ukb-b-10787	IDP-25016
UKB_50_Standing_height	ukb-b-10787	IDP-25017
UKB_50_Standing_height	ukb-b-10787	IDP-25018
UKB_50_Standing_height	ukb-b-10787	IDP-25019
UKB_50_Standing_height	ukb-b-10787	IDP-25020
UKB_50_Standing_height	ukb-b-10787	IDP-25021
UKB_50_Standing_height	ukb-b-10787	IDP-25022
UKB_50_Standing_height	ukb-b-10787	IDP-25023
UKB_50_Standing_height	ukb-b-10787	IDP-25784
UKB_50_Standing_height	ukb-b-10787	IDP-25785
UKB_50_Standing_height	ukb-b-10787	IDP-25786
UKB_50_Standing_height	ukb-b-10787	IDP-25787
UKB_50_Standing_height	ukb-b-10787	IDP-25794
UKB_50_Standing_height	ukb-b-10787	IDP-25795
UKB_50_Standing_height	ukb-b-10787	IDP-25796
UKB_50_Standing_height	ukb-b-10787	IDP-25797
UKB_50_Standing_height	ukb-b-10787	IDP-25802
UKB_50_Standing_height	ukb-b-10787	IDP-25803
UKB_50_Standing_height	ukb-b-10787	IDP-25804
UKB_50_Standing_height	ukb-b-10787	IDP-25805
UKB_50_Standing_height	ukb-b-10787	IDP-25809
UKB_50_Standing_height	ukb-b-10787	IDP-25810
UKB_50_Standing_height	ukb-b-10787	IDP-25811
UKB_50_Standing_height	ukb-b-10787	IDP-25813
UKB_50_Standing_height	ukb-b-10787	IDP-25814
UKB_50_Standing_height	ukb-b-10787	IDP-25815
UKB_50_Standing_height	ukb-b-10787	IDP-25822
UKB_50_Standing_height	ukb-b-10787	IDP-25825
UKB_50_Standing_height	ukb-b-10787	IDP-25830
UKB_50_Standing_height	ukb-b-10787	IDP-25831
UKB_50_Standing_height	ukb-b-10787	IDP-25834
UKB_50_Standing_height	ukb-b-10787	IDP-25835
UKB_50_Standing_height	ukb-b-10787	IDP-25838
UKB_50_Standing_height	ukb-b-10787	IDP-25844
UKB_50_Standing_height	ukb-b-10787	IDP-25848
UKB_50_Standing_height	ukb-b-10787	IDP-25849
UKB_50_Standing_height	ukb-b-10787	IDP-25850
UKB_50_Standing_height	ukb-b-10787	IDP-25851
UKB_50_Standing_height	ukb-b-10787	IDP-25852
UKB_50_Standing_height	ukb-b-10787	IDP-25853
UKB_50_Standing_height	ukb-b-10787	IDP-25854
UKB_50_Standing_height	ukb-b-10787	IDP-25855
UKB_50_Standing_height	ukb-b-10787	IDP-25856
UKB_50_Standing_height	ukb-b-10787	IDP-25859
UKB_50_Standing_height	ukb-b-10787	IDP-25870
UKB_50_Standing_height	ukb-b-10787	IDP-25871
UKB_50_Standing_height	ukb-b-10787	IDP-25872
UKB_50_Standing_height	ukb-b-10787	IDP-25875
UKB_50_Standing_height	ukb-b-10787	IDP-25876
UKB_50_Standing_height	ukb-b-10787	IDP-25884
UKB_50_Standing_height	ukb-b-10787	IDP-25885
UKB_50_Standing_height	ukb-b-10787	IDP-25892
UKB_50_Standing_height	ukb-b-10787	IDP-25893
UKB_50_Standing_height	ukb-b-10787	IDP-25894
UKB_50_Standing_height	ukb-b-10787	IDP-25900
UKB_50_Standing_height	ukb-b-10787	IDP-25901
UKB_50_Standing_height	ukb-b-10787	IDP-25902
UKB_50_Standing_height	ukb-b-10787	IDP-25903
UKB_50_Standing_height	ukb-b-10787	IDP-25905
UKB_50_Standing_height	ukb-b-10787	IDP-25906
UKB_50_Standing_height	ukb-b-10787	IDP-25908
UKB_50_Standing_height	ukb-b-10787	IDP-25909
UKB_50_Standing_height	ukb-b-10787	IDP-25912
UKB_50_Standing_height	ukb-b-10787	IDP-25914
UKB_50_Standing_height	ukb-b-10787	IDP-25915
UKB_50_Standing_height	ukb-b-10787	IDP-25917
UKB_50_Standing_height	ukb-b-10787	IDP-25918
UKB_50_Standing_height	ukb-b-10787	IDP-25920
UKB_50_Standing_height	ukb-b-10787	PC-1
UKB_50_Standing_height	ukb-b-10787	PC-2
UKB_50_Standing_height	ukb-b-10787	PC-3
UKB_50_Standing_height	ukb-b-10787	PC-4
UKB_50_Standing_height	ukb-b-10787	PC-5
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	ukb-b-11590	IDP-25882
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	ukb-b-11590	PC-3
UKB_6152_8_diagnosed_by_doctor_Asthma	ukb-b-20208	IDP-25018
UKB_6152_8_diagnosed_by_doctor_Asthma	ukb-b-20208	IDP-25791
UKB_6152_8_diagnosed_by_doctor_Asthma	ukb-b-20208	IDP-25795
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	ukb-b-17241	IDP-25899
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	ukb-b-17241	PC-1
pgc.scz2	ieu-a-22	IDP-25020
pgc.scz2	ieu-a-22	IDP-25802
pgc.scz2	ieu-a-22	IDP-25847
pgc.scz2	ieu-a-22	IDP-25856
pgc.scz2	ieu-a-22	PC-2
Astle_et_al_2016_Eosinophil_counts	ebi-a-GCST004606	IDP-25820
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ukb-d-30300_irnt	IDP-25808
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ukb-d-30300_irnt	IDP-25903
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ukb-d-30300_irnt	IDP-25905
Astle_et_al_2016_High_light_scatter_reticulocyte_count	ukb-d-30300_irnt	PC-4
Astle_et_al_2016_Lymphocyte_counts	ebi-a-GCST004627	PC-4
Astle_et_al_2016_Monocyte_count	ukb-d-30130_irnt	IDP-25875
Astle_et_al_2016_Monocyte_count	ukb-d-30130_irnt	PC-4
Astle_et_al_2016_Myeloid_white_cell_count	ebi-a-GCST004626	PC-4
Astle_et_al_2016_Neutrophil_count	ebi-a-GCST004629	IDP-25834
Astle_et_al_2016_Platelet_count	ukb-d-30080_irnt	IDP-25812
Astle_et_al_2016_Platelet_count	ukb-d-30080_irnt	PC-4
Astle_et_al_2016_Red_blood_cell_count	ebi-a-GCST004601	IDP-25018
Astle_et_al_2016_Reticulocyte_count	ukb-d-30250_irnt	IDP-25801
Astle_et_al_2016_Reticulocyte_count	ukb-d-30250_irnt	IDP-25808
Astle_et_al_2016_Reticulocyte_count	ukb-d-30250_irnt	IDP-25903
Astle_et_al_2016_Reticulocyte_count	ukb-d-30250_irnt	IDP-25905
Astle_et_al_2016_Reticulocyte_count	ukb-d-30250_irnt	PC-4
Astle_et_al_2016_Sum_basophil_neutrophil_counts	ebi-a-GCST004620	IDP-25834
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ebi-a-GCST004613	IDP-25914
Astle_et_al_2016_White_blood_cell_count	ieu-b-30	IDP-25798
Astle_et_al_2016_White_blood_cell_count	ieu-b-30	IDP-25914
Astle_et_al_2016_White_blood_cell_count	ieu-b-30	PC-4
EGG_BL	ieu-a-29	PC-5
ENIGMA_Intracraneal_Volume	ieu-a-1041	IDP-25007
ENIGMA_Intracraneal_Volume	ieu-a-1041	IDP-25008
ENIGMA_Intracraneal_Volume	ieu-a-1041	IDP-25835
GEFOS_Forearm	ieu-a-977	PC-2
GIANT_HEIGHT	ieu-a-89	IDP-25799
GIANT_HEIGHT	ieu-a-89	IDP-25856
GIANT_HEIGHT	ieu-a-89	PC-5
GIANT_HIP_Combined_EUR	ukb-b-15590	IDP-25003
GIANT_HIP_Combined_EUR	ukb-b-15590	IDP-25835
GIANT_WC_Combined_EUR	ukb-b-9405	IDP-25003
GLGC_Mc_HDL	ieu-a-299	IDP-25883
GLGC_Mc_HDL	ieu-a-299	IDP-25914
GLGC_Mc_TG	ieu-a-302	IDP-25892
IMMUNOBASE_Multiple_sclerosis_hg19	ieu-b-18	IDP-25806
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25870
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	PC-3
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25835
UKB_1160_Sleep_duration	ukb-b-4424	IDP-25798
UKB_1160_Sleep_duration	ukb-b-4424	IDP-25834
UKB_1180_Morning_or_evening_person_chronotype	ukb-b-4956	IDP-25798
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25013
UKB_20002_1154_self_reported_irritable_bowel_syndrome	ukb-b-2592	IDP-25834
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	ukb-b-19732	IDP-25007
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	ukb-b-19732	IDP-25008
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	ukb-b-19732	IDP-25009
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	ukb-b-19732	IDP-25010
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	ukb-b-19732	IDP-25806
UKB_20002_1309_self_reported_osteoporosis	ukb-b-17796	IDP-25919
UKB_20002_1453_self_reported_psoriasis	ukb-b-10537	IDP-25017
UKB_20002_1463_self_reported_ulcerative_colitis	ukb-b-7584	IDP-25800
UKB_20016_Fluid_intelligence_score	ukb-b-5238	IDP-25834
UKB_20016_Fluid_intelligence_score	ukb-b-5238	IDP-25890
UKB_20127_Neuroticism_score	ukb-b-4630	IDP-25025
UKB_20127_Neuroticism_score	ukb-b-4630	IDP-25798
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25003
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25004
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25020
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25798
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25842
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25875
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25888
