pheno	pheno_code	idp
Astle_et_al_2016_Red_blood_cell_count	Astle_et_al_2016_Red_blood_cell_count	IDP-25006
Astle_et_al_2016_Red_blood_cell_count	Astle_et_al_2016_Red_blood_cell_count	IDP-25850
Astle_et_al_2016_Red_blood_cell_count	Astle_et_al_2016_Red_blood_cell_count	IDP-25863
Astle_et_al_2016_Red_blood_cell_count	Astle_et_al_2016_Red_blood_cell_count	PC-5
Astle_et_al_2016_Red_blood_cell_count	Astle_et_al_2016_Red_blood_cell_count	IDP-25877
Astle_et_al_2016_Reticulocyte_count	Astle_et_al_2016_Reticulocyte_count	IDP-25785
Astle_et_al_2016_Reticulocyte_count	Astle_et_al_2016_Reticulocyte_count	IDP-25812
Astle_et_al_2016_Reticulocyte_count	Astle_et_al_2016_Reticulocyte_count	IDP-25867
Astle_et_al_2016_Reticulocyte_count	Astle_et_al_2016_Reticulocyte_count	IDP-25914
Astle_et_al_2016_Reticulocyte_count	Astle_et_al_2016_Reticulocyte_count	IDP-25903
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Astle_et_al_2016_Sum_basophil_neutrophil_counts	IDP-25023
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Astle_et_al_2016_Sum_basophil_neutrophil_counts	IDP-25850
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Astle_et_al_2016_Sum_basophil_neutrophil_counts	IDP-25878
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Astle_et_al_2016_Sum_basophil_neutrophil_counts	IDP-25834
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	IDP-25023
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	IDP-25850
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	IDP-25878
Astle_et_al_2016_White_blood_cell_count	Astle_et_al_2016_White_blood_cell_count	IDP-25850
Astle_et_al_2016_White_blood_cell_count	Astle_et_al_2016_White_blood_cell_count	IDP-25873
Astle_et_al_2016_White_blood_cell_count	Astle_et_al_2016_White_blood_cell_count	IDP-25878
EGG_BL	EGG_BL	IDP-25912
EGG_BL	EGG_BL	IDP-25914
EGG_BMI_HapMapImputed	EGG_BMI_HapMapImputed	PC-1
EGG_BW3_EUR	EGG_BW3_EUR	IDP-25849
EGG_BW3_EUR	EGG_BW3_EUR	IDP-25891
EGG_BW3_EUR	EGG_BW3_EUR	IDP-25912
EGG_BW3_EUR	EGG_BW3_EUR	PC-1
EGG_BW3_EUR	EGG_BW3_EUR	PC-3
EGG_BW3_EUR	EGG_BW3_EUR	IDP-25006
ENIGMA_Intracraneal_Volume	ENIGMA_Intracraneal_Volume	IDP-25002
ENIGMA_Intracraneal_Volume	ENIGMA_Intracraneal_Volume	IDP-25008
ENIGMA_Intracraneal_Volume	ENIGMA_Intracraneal_Volume	IDP-25010
ENIGMA_Intracraneal_Volume	ENIGMA_Intracraneal_Volume	IDP-25890
ENIGMA_Intracraneal_Volume	ENIGMA_Intracraneal_Volume	PC-1
ENIGMA_Intracraneal_Volume	ENIGMA_Intracraneal_Volume	IDP-25835
GEFOS_Forearm	GEFOS_Forearm	IDP-25920
GIANT_2015_BMI_EUR	GIANT_2015_BMI_EUR	IDP-25892
GIANT_2015_BMI_EUR	GIANT_2015_BMI_EUR	IDP-25912
GIANT_2015_BMI_EUR	GIANT_2015_BMI_EUR	IDP-25920
GIANT_2015_BMI_EUR	GIANT_2015_BMI_EUR	PC-1
GIANT_2017_BMI_Active_EUR	GIANT_2017_BMI_Active_EUR	IDP-25892
GIANT_2017_BMI_Active_EUR	GIANT_2017_BMI_Active_EUR	IDP-25920
GIANT_HEIGHT	GIANT_HEIGHT	IDP-25004
GIANT_HEIGHT	GIANT_HEIGHT	IDP-25006
GIANT_HEIGHT	GIANT_HEIGHT	IDP-25834
GIANT_HEIGHT	GIANT_HEIGHT	IDP-25844
GIANT_HEIGHT	GIANT_HEIGHT	IDP-25849
GIANT_HEIGHT	GIANT_HEIGHT	IDP-25852
GIANT_HEIGHT	GIANT_HEIGHT	IDP-25854
GIANT_HEIGHT	GIANT_HEIGHT	IDP-25912
GIANT_HEIGHT	GIANT_HEIGHT	PC-1
GIANT_HEIGHT	GIANT_HEIGHT	PC-3
GIANT_HEIGHT	GIANT_HEIGHT	IDP-25803
GIANT_HEIGHT	GIANT_HEIGHT	IDP-25856
GIANT_HEIGHT	GIANT_HEIGHT	IDP-25877
GIANT_HIP_Combined_EUR	GIANT_HIP_Combined_EUR	PC-1
GIANT_HIP_Combined_EUR	GIANT_HIP_Combined_EUR	IDP-25004
GIANT_HIP_Combined_EUR	GIANT_HIP_Combined_EUR	IDP-25835
GIANT_WC_Combined_EUR	GIANT_WC_Combined_EUR	PC-1
GLGC_Mc_TG	GLGC_Mc_TG	IDP-25912
PGC_ADHD_EUR_2017	PGC_ADHD_EUR_2017	PC-4
RA_OKADA_TRANS_ETHNIC	RA_OKADA_TRANS_ETHNIC	IDP-25878
RA_OKADA_TRANS_ETHNIC	RA_OKADA_TRANS_ETHNIC	IDP-25885
RA_OKADA_TRANS_ETHNIC	RA_OKADA_TRANS_ETHNIC	PC-3
SSGAC_Depressive_Symptoms	SSGAC_Depressive_Symptoms	IDP-25864
SSGAC_Education_Years_Pooled	SSGAC_Education_Years_Pooled	IDP-25006
SSGAC_Education_Years_Pooled	SSGAC_Education_Years_Pooled	IDP-25025
SSGAC_Education_Years_Pooled	SSGAC_Education_Years_Pooled	IDP-25783
SSGAC_Education_Years_Pooled	SSGAC_Education_Years_Pooled	IDP-25850
SSGAC_Education_Years_Pooled	SSGAC_Education_Years_Pooled	IDP-25891
SSGAC_Education_Years_Pooled	SSGAC_Education_Years_Pooled	IDP-25892
SSGAC_Education_Years_Pooled	SSGAC_Education_Years_Pooled	IDP-25894
SSGAC_Education_Years_Pooled	SSGAC_Education_Years_Pooled	PC-4
SSGAC_Education_Years_Pooled	SSGAC_Education_Years_Pooled	PC-5
SSGAC_Education_Years_Pooled	SSGAC_Education_Years_Pooled	IDP-25004
SSGAC_Education_Years_Pooled	SSGAC_Education_Years_Pooled	IDP-25834
SSGAC_Education_Years_Pooled	SSGAC_Education_Years_Pooled	IDP-25835
SSGAC_Education_Years_Pooled	SSGAC_Education_Years_Pooled	IDP-25878
UKB_1160_Sleep_duration	UKB_1160_Sleep_duration	IDP-25878
UKB_1180_Morning_or_evening_person_chronotype	UKB_1180_Morning_or_evening_person_chronotype	IDP-25819
UKB_1807_Fathers_age_at_death	UKB_1807_Fathers_age_at_death	IDP-25880
UKB_1807_Fathers_age_at_death	UKB_1807_Fathers_age_at_death	IDP-25892
UKB_20002_1065_self_reported_hypertension	UKB_20002_1065_self_reported_hypertension	IDP-25806
UKB_20002_1065_self_reported_hypertension	UKB_20002_1065_self_reported_hypertension	IDP-25864
UKB_20002_1065_self_reported_hypertension	UKB_20002_1065_self_reported_hypertension	IDP-25881
UKB_20002_1065_self_reported_hypertension	UKB_20002_1065_self_reported_hypertension	IDP-25891
UKB_20002_1065_self_reported_hypertension	UKB_20002_1065_self_reported_hypertension	IDP-25892
UKB_20002_1065_self_reported_hypertension	UKB_20002_1065_self_reported_hypertension	IDP-25911
UKB_20002_1065_self_reported_hypertension	UKB_20002_1065_self_reported_hypertension	PC-1
UKB_20002_1065_self_reported_hypertension	UKB_20002_1065_self_reported_hypertension	PC-3
UKB_20002_1111_self_reported_asthma	UKB_20002_1111_self_reported_asthma	IDP-25018
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	IDP-25798
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	IDP-25841
UKB_20002_1309_self_reported_osteoporosis	UKB_20002_1309_self_reported_osteoporosis	IDP-25920
UKB_20002_1309_self_reported_osteoporosis	UKB_20002_1309_self_reported_osteoporosis	PC-2
UKB_20002_1473_self_reported_high_cholesterol	UKB_20002_1473_self_reported_high_cholesterol	IDP-25891
UKB_20002_1473_self_reported_high_cholesterol	UKB_20002_1473_self_reported_high_cholesterol	IDP-25911
UKB_20002_1473_self_reported_high_cholesterol	UKB_20002_1473_self_reported_high_cholesterol	PC-3
UKB_20016_Fluid_intelligence_score	UKB_20016_Fluid_intelligence_score	IDP-25006
UKB_20016_Fluid_intelligence_score	UKB_20016_Fluid_intelligence_score	IDP-25783
UKB_20016_Fluid_intelligence_score	UKB_20016_Fluid_intelligence_score	IDP-25850
UKB_20016_Fluid_intelligence_score	UKB_20016_Fluid_intelligence_score	IDP-25851
UKB_20016_Fluid_intelligence_score	UKB_20016_Fluid_intelligence_score	IDP-25879
UKB_20016_Fluid_intelligence_score	UKB_20016_Fluid_intelligence_score	IDP-25892
UKB_20016_Fluid_intelligence_score	UKB_20016_Fluid_intelligence_score	PC-4
UKB_20016_Fluid_intelligence_score	UKB_20016_Fluid_intelligence_score	PC-5
UKB_20016_Fluid_intelligence_score	UKB_20016_Fluid_intelligence_score	IDP-25834
UKB_20016_Fluid_intelligence_score	UKB_20016_Fluid_intelligence_score	IDP-25878
UKB_20022_Birth_weight	UKB_20022_Birth_weight	IDP-25834
UKB_20022_Birth_weight	UKB_20022_Birth_weight	IDP-25849
UKB_20022_Birth_weight	UKB_20022_Birth_weight	IDP-25867
UKB_20022_Birth_weight	UKB_20022_Birth_weight	IDP-25883
UKB_20022_Birth_weight	UKB_20022_Birth_weight	IDP-25891
UKB_20022_Birth_weight	UKB_20022_Birth_weight	IDP-25912
UKB_20022_Birth_weight	UKB_20022_Birth_weight	PC-1
UKB_20127_Neuroticism_score	UKB_20127_Neuroticism_score	IDP-25834
UKB_20127_Neuroticism_score	UKB_20127_Neuroticism_score	IDP-25855
UKB_20127_Neuroticism_score	UKB_20127_Neuroticism_score	PC-3
UKB_20127_Neuroticism_score	UKB_20127_Neuroticism_score	IDP-25025
UKB_20127_Neuroticism_score	UKB_20127_Neuroticism_score	IDP-25798
UKB_20127_Neuroticism_score	UKB_20127_Neuroticism_score	IDP-25818
UKB_20127_Neuroticism_score	UKB_20127_Neuroticism_score	IDP-25878
UKB_20127_Neuroticism_score	UKB_20127_Neuroticism_score	IDP-25879
UKB_21001_Body_mass_index_BMI	UKB_21001_Body_mass_index_BMI	IDP-25888
UKB_21001_Body_mass_index_BMI	UKB_21001_Body_mass_index_BMI	IDP-25892
UKB_21001_Body_mass_index_BMI	UKB_21001_Body_mass_index_BMI	IDP-25894
UKB_21001_Body_mass_index_BMI	UKB_21001_Body_mass_index_BMI	IDP-25912
UKB_21001_Body_mass_index_BMI	UKB_21001_Body_mass_index_BMI	IDP-25913
UKB_21001_Body_mass_index_BMI	UKB_21001_Body_mass_index_BMI	IDP-25914
UKB_21001_Body_mass_index_BMI	UKB_21001_Body_mass_index_BMI	IDP-25918
UKB_21001_Body_mass_index_BMI	UKB_21001_Body_mass_index_BMI	PC-1
UKB_21001_Body_mass_index_BMI	UKB_21001_Body_mass_index_BMI	PC-2
UKB_21001_Body_mass_index_BMI	UKB_21001_Body_mass_index_BMI	PC-4
UKB_21001_Body_mass_index_BMI	UKB_21001_Body_mass_index_BMI	PC-5
UKB_21001_Body_mass_index_BMI	UKB_21001_Body_mass_index_BMI	IDP-25842
UKB_21001_Body_mass_index_BMI	UKB_21001_Body_mass_index_BMI	IDP-25890
UKB_21001_Body_mass_index_BMI	UKB_21001_Body_mass_index_BMI	IDP-25920
UKB_23099_Body_fat_percentage	UKB_23099_Body_fat_percentage	IDP-25018
UKB_23099_Body_fat_percentage	UKB_23099_Body_fat_percentage	IDP-25853
UKB_23099_Body_fat_percentage	UKB_23099_Body_fat_percentage	IDP-25855
UKB_23099_Body_fat_percentage	UKB_23099_Body_fat_percentage	IDP-25888
UKB_23099_Body_fat_percentage	UKB_23099_Body_fat_percentage	IDP-25892
UKB_23099_Body_fat_percentage	UKB_23099_Body_fat_percentage	IDP-25911
UKB_23099_Body_fat_percentage	UKB_23099_Body_fat_percentage	PC-1
UKB_23099_Body_fat_percentage	UKB_23099_Body_fat_percentage	PC-2
UKB_23099_Body_fat_percentage	UKB_23099_Body_fat_percentage	PC-4
UKB_23099_Body_fat_percentage	UKB_23099_Body_fat_percentage	PC-5
UKB_23099_Body_fat_percentage	UKB_23099_Body_fat_percentage	IDP-25004
UKB_23099_Body_fat_percentage	UKB_23099_Body_fat_percentage	IDP-25890
UKB_23099_Body_fat_percentage	UKB_23099_Body_fat_percentage	IDP-25912
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	IDP-25868
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	IDP-25023
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	IDP-25843
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	IDP-25846
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	IDP-25869
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	IDP-25889
UKB_3526_Mothers_age_at_death	UKB_3526_Mothers_age_at_death	IDP-25880
UKB_3526_Mothers_age_at_death	UKB_3526_Mothers_age_at_death	IDP-25892
UKB_50_Standing_height	UKB_50_Standing_height	IDP-25004
UKB_50_Standing_height	UKB_50_Standing_height	IDP-25006
UKB_50_Standing_height	UKB_50_Standing_height	IDP-25834
UKB_50_Standing_height	UKB_50_Standing_height	IDP-25849
UKB_50_Standing_height	UKB_50_Standing_height	IDP-25853
UKB_50_Standing_height	UKB_50_Standing_height	IDP-25854
UKB_50_Standing_height	UKB_50_Standing_height	IDP-25879
UKB_50_Standing_height	UKB_50_Standing_height	IDP-25912
UKB_50_Standing_height	UKB_50_Standing_height	PC-1
UKB_50_Standing_height	UKB_50_Standing_height	PC-3
UKB_50_Standing_height	UKB_50_Standing_height	IDP-25803
UKB_50_Standing_height	UKB_50_Standing_height	IDP-25851
UKB_50_Standing_height	UKB_50_Standing_height	IDP-25852
UKB_50_Standing_height	UKB_50_Standing_height	IDP-25878
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	PC-3
UKB_6152_8_diagnosed_by_doctor_Asthma	UKB_6152_8_diagnosed_by_doctor_Asthma	IDP-25018
UKB_6152_8_diagnosed_by_doctor_Asthma	UKB_6152_8_diagnosed_by_doctor_Asthma	IDP-25879
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	IDP-25899
pgc.scz2	pgc.scz2	IDP-25020
pgc.scz2	pgc.scz2	IDP-25847
pgc.scz2	pgc.scz2	IDP-25856
