pheno	pheno_code	idp
Astle_et_al_2016_Sum_basophil_neutrophil_counts	ebi-a-GCST004620	IDP-25648
Astle_et_al_2016_Sum_eosinophil_basophil_counts	ebi-a-GCST004621	IDP-25089
Astle_et_al_2016_Sum_eosinophil_basophil_counts	ebi-a-GCST004621	IDP-25281
Astle_et_al_2016_Sum_eosinophil_basophil_counts	ebi-a-GCST004621	IDP-25350
Astle_et_al_2016_Sum_eosinophil_basophil_counts	ebi-a-GCST004621	IDP-25423
Astle_et_al_2016_Sum_eosinophil_basophil_counts	ebi-a-GCST004621	IDP-25582
Astle_et_al_2016_Sum_eosinophil_basophil_counts	ebi-a-GCST004621	IDP-25613
Astle_et_al_2016_Sum_eosinophil_basophil_counts	ebi-a-GCST004621	IDP-25640
Astle_et_al_2016_Sum_eosinophil_basophil_counts	ebi-a-GCST004621	IDP-25721
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ebi-a-GCST004613	IDP-25237
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ebi-a-GCST004613	IDP-25429
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ebi-a-GCST004613	IDP-25471
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ebi-a-GCST004613	IDP-25505
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ebi-a-GCST004613	IDP-25540
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	ebi-a-GCST004613	IDP-25648
Astle_et_al_2016_White_blood_cell_count	ieu-b-30	IDP-25089
Astle_et_al_2016_White_blood_cell_count	ieu-b-30	IDP-25237
Astle_et_al_2016_White_blood_cell_count	ieu-b-30	IDP-25471
Astle_et_al_2016_White_blood_cell_count	ieu-b-30	IDP-25476
Astle_et_al_2016_White_blood_cell_count	ieu-b-30	IDP-25505
Astle_et_al_2016_White_blood_cell_count	ieu-b-30	IDP-25512
Astle_et_al_2016_White_blood_cell_count	ieu-b-30	IDP-25540
Astle_et_al_2016_White_blood_cell_count	ieu-b-30	IDP-25582
Astle_et_al_2016_White_blood_cell_count	ieu-b-30	IDP-25648
Astle_et_al_2016_White_blood_cell_count	ieu-b-30	IDP-25701
Astle_et_al_2016_White_blood_cell_count	ieu-b-30	PC-3
BCAC_Overall_BreastCancer_EUR	ieu-a-1126	IDP-25111
BCAC_Overall_BreastCancer_EUR	ieu-a-1126	IDP-25226
BCAC_Overall_BreastCancer_EUR	ieu-a-1126	IDP-25418
EGG_BW3_EUR	ukb-b-13378	IDP-25083
EGG_BW3_EUR	ukb-b-13378	IDP-25495
EGG_BW3_EUR	ukb-b-13378	PC-3
ENIGMA_Intracraneal_Volume	ieu-a-1041	IDP-25387
GIANT_2015_BMI_EUR	ukb-b-19953	IDP-25068
GIANT_2015_BMI_EUR	ukb-b-19953	IDP-25130
GIANT_2015_BMI_EUR	ukb-b-19953	IDP-25200
GIANT_2015_BMI_EUR	ukb-b-19953	IDP-25568
GIANT_2015_BMI_EUR	ukb-b-19953	IDP-25667
GIANT_2015_BMI_EUR	ukb-b-19953	IDP-25668
GIANT_2015_BMI_EUR	ukb-b-19953	IDP-25686
GIANT_2015_BMI_EUR	ukb-b-19953	PC-3
GIANT_2015_BMI_EUR	ukb-b-19953	PC-5
GIANT_2015_BMI_EUR	ukb-b-19953	PC-6
GIANT_2017_BMI_Active_EUR	ukb-b-19953	IDP-25187
GIANT_2017_BMI_Active_EUR	ukb-b-19953	IDP-25546
GIANT_2017_BMI_Active_EUR	ukb-b-19953	IDP-25668
GIANT_HEIGHT	ieu-a-89	IDP-25059
GIANT_HEIGHT	ieu-a-89	IDP-25060
GIANT_HEIGHT	ieu-a-89	IDP-25064
GIANT_HEIGHT	ieu-a-89	IDP-25065
GIANT_HEIGHT	ieu-a-89	IDP-25066
GIANT_HEIGHT	ieu-a-89	IDP-25070
GIANT_HEIGHT	ieu-a-89	IDP-25075
GIANT_HEIGHT	ieu-a-89	IDP-25077
GIANT_HEIGHT	ieu-a-89	IDP-25082
GIANT_HEIGHT	ieu-a-89	IDP-25083
GIANT_HEIGHT	ieu-a-89	IDP-25086
GIANT_HEIGHT	ieu-a-89	IDP-25088
GIANT_HEIGHT	ieu-a-89	IDP-25089
GIANT_HEIGHT	ieu-a-89	IDP-25098
GIANT_HEIGHT	ieu-a-89	IDP-25102
GIANT_HEIGHT	ieu-a-89	IDP-25103
GIANT_HEIGHT	ieu-a-89	IDP-25113
GIANT_HEIGHT	ieu-a-89	IDP-25116
GIANT_HEIGHT	ieu-a-89	IDP-25126
GIANT_HEIGHT	ieu-a-89	IDP-25140
GIANT_HEIGHT	ieu-a-89	IDP-25141
GIANT_HEIGHT	ieu-a-89	IDP-25145
GIANT_HEIGHT	ieu-a-89	IDP-25152
GIANT_HEIGHT	ieu-a-89	IDP-25162
GIANT_HEIGHT	ieu-a-89	IDP-25174
GIANT_HEIGHT	ieu-a-89	IDP-25175
GIANT_HEIGHT	ieu-a-89	IDP-25181
GIANT_HEIGHT	ieu-a-89	IDP-25184
GIANT_HEIGHT	ieu-a-89	IDP-25185
GIANT_HEIGHT	ieu-a-89	IDP-25194
GIANT_HEIGHT	ieu-a-89	IDP-25201
GIANT_HEIGHT	ieu-a-89	IDP-25212
GIANT_HEIGHT	ieu-a-89	IDP-25218
GIANT_HEIGHT	ieu-a-89	IDP-25221
GIANT_HEIGHT	ieu-a-89	IDP-25222
GIANT_HEIGHT	ieu-a-89	IDP-25223
GIANT_HEIGHT	ieu-a-89	IDP-25236
GIANT_HEIGHT	ieu-a-89	IDP-25237
GIANT_HEIGHT	ieu-a-89	IDP-25248
GIANT_HEIGHT	ieu-a-89	IDP-25251
GIANT_HEIGHT	ieu-a-89	IDP-25256
GIANT_HEIGHT	ieu-a-89	IDP-25257
GIANT_HEIGHT	ieu-a-89	IDP-25258
GIANT_HEIGHT	ieu-a-89	IDP-25269
GIANT_HEIGHT	ieu-a-89	IDP-25283
GIANT_HEIGHT	ieu-a-89	IDP-25284
GIANT_HEIGHT	ieu-a-89	IDP-25289
GIANT_HEIGHT	ieu-a-89	IDP-25294
GIANT_HEIGHT	ieu-a-89	IDP-25295
GIANT_HEIGHT	ieu-a-89	IDP-25299
GIANT_HEIGHT	ieu-a-89	IDP-25300
GIANT_HEIGHT	ieu-a-89	IDP-25304
GIANT_HEIGHT	ieu-a-89	IDP-25305
GIANT_HEIGHT	ieu-a-89	IDP-25310
GIANT_HEIGHT	ieu-a-89	IDP-25318
GIANT_HEIGHT	ieu-a-89	IDP-25321
GIANT_HEIGHT	ieu-a-89	IDP-25322
GIANT_HEIGHT	ieu-a-89	IDP-25323
GIANT_HEIGHT	ieu-a-89	IDP-25326
GIANT_HEIGHT	ieu-a-89	IDP-25332
GIANT_HEIGHT	ieu-a-89	IDP-25337
GIANT_HEIGHT	ieu-a-89	IDP-25342
GIANT_HEIGHT	ieu-a-89	IDP-25343
GIANT_HEIGHT	ieu-a-89	IDP-25347
GIANT_HEIGHT	ieu-a-89	IDP-25352
GIANT_HEIGHT	ieu-a-89	IDP-25353
GIANT_HEIGHT	ieu-a-89	IDP-25354
GIANT_HEIGHT	ieu-a-89	IDP-25356
GIANT_HEIGHT	ieu-a-89	IDP-25358
GIANT_HEIGHT	ieu-a-89	IDP-25359
GIANT_HEIGHT	ieu-a-89	IDP-25362
GIANT_HEIGHT	ieu-a-89	IDP-25366
GIANT_HEIGHT	ieu-a-89	IDP-25367
GIANT_HEIGHT	ieu-a-89	IDP-25368
GIANT_HEIGHT	ieu-a-89	IDP-25369
GIANT_HEIGHT	ieu-a-89	IDP-25370
GIANT_HEIGHT	ieu-a-89	IDP-25371
GIANT_HEIGHT	ieu-a-89	IDP-25373
GIANT_HEIGHT	ieu-a-89	IDP-25380
GIANT_HEIGHT	ieu-a-89	IDP-25381
GIANT_HEIGHT	ieu-a-89	IDP-25382
GIANT_HEIGHT	ieu-a-89	IDP-25383
GIANT_HEIGHT	ieu-a-89	IDP-25402
GIANT_HEIGHT	ieu-a-89	IDP-25404
GIANT_HEIGHT	ieu-a-89	IDP-25405
GIANT_HEIGHT	ieu-a-89	IDP-25410
GIANT_HEIGHT	ieu-a-89	IDP-25411
GIANT_HEIGHT	ieu-a-89	IDP-25412
GIANT_HEIGHT	ieu-a-89	IDP-25413
GIANT_HEIGHT	ieu-a-89	IDP-25414
GIANT_HEIGHT	ieu-a-89	IDP-25415
GIANT_HEIGHT	ieu-a-89	IDP-25418
GIANT_HEIGHT	ieu-a-89	IDP-25424
GIANT_HEIGHT	ieu-a-89	IDP-25425
GIANT_HEIGHT	ieu-a-89	IDP-25428
GIANT_HEIGHT	ieu-a-89	IDP-25429
GIANT_HEIGHT	ieu-a-89	IDP-25434
GIANT_HEIGHT	ieu-a-89	IDP-25439
GIANT_HEIGHT	ieu-a-89	IDP-25440
GIANT_HEIGHT	ieu-a-89	IDP-25447
GIANT_HEIGHT	ieu-a-89	IDP-25450
GIANT_HEIGHT	ieu-a-89	IDP-25451
GIANT_HEIGHT	ieu-a-89	IDP-25452
GIANT_HEIGHT	ieu-a-89	IDP-25463
GIANT_HEIGHT	ieu-a-89	IDP-25465
GIANT_HEIGHT	ieu-a-89	IDP-25467
GIANT_HEIGHT	ieu-a-89	IDP-25468
GIANT_HEIGHT	ieu-a-89	IDP-25469
GIANT_HEIGHT	ieu-a-89	IDP-25479
GIANT_HEIGHT	ieu-a-89	IDP-25481
GIANT_HEIGHT	ieu-a-89	IDP-25494
GIANT_HEIGHT	ieu-a-89	IDP-25495
GIANT_HEIGHT	ieu-a-89	IDP-25509
GIANT_HEIGHT	ieu-a-89	IDP-25518
GIANT_HEIGHT	ieu-a-89	IDP-25521
GIANT_HEIGHT	ieu-a-89	IDP-25522
GIANT_HEIGHT	ieu-a-89	IDP-25532
GIANT_HEIGHT	ieu-a-89	IDP-25533
GIANT_HEIGHT	ieu-a-89	IDP-25536
GIANT_HEIGHT	ieu-a-89	IDP-25544
GIANT_HEIGHT	ieu-a-89	IDP-25545
GIANT_HEIGHT	ieu-a-89	IDP-25548
GIANT_HEIGHT	ieu-a-89	IDP-25553
GIANT_HEIGHT	ieu-a-89	IDP-25555
GIANT_HEIGHT	ieu-a-89	IDP-25558
GIANT_HEIGHT	ieu-a-89	IDP-25559
GIANT_HEIGHT	ieu-a-89	IDP-25560
GIANT_HEIGHT	ieu-a-89	IDP-25565
GIANT_HEIGHT	ieu-a-89	IDP-25567
GIANT_HEIGHT	ieu-a-89	IDP-25568
GIANT_HEIGHT	ieu-a-89	IDP-25571
GIANT_HEIGHT	ieu-a-89	IDP-25572
GIANT_HEIGHT	ieu-a-89	IDP-25582
GIANT_HEIGHT	ieu-a-89	IDP-25586
GIANT_HEIGHT	ieu-a-89	IDP-25587
GIANT_HEIGHT	ieu-a-89	IDP-25600
GIANT_HEIGHT	ieu-a-89	IDP-25602
GIANT_HEIGHT	ieu-a-89	IDP-25603
GIANT_HEIGHT	ieu-a-89	IDP-25617
GIANT_HEIGHT	ieu-a-89	IDP-25618
GIANT_HEIGHT	ieu-a-89	IDP-25626
GIANT_HEIGHT	ieu-a-89	IDP-25629
GIANT_HEIGHT	ieu-a-89	IDP-25630
GIANT_HEIGHT	ieu-a-89	IDP-25634
GIANT_HEIGHT	ieu-a-89	IDP-25644
GIANT_HEIGHT	ieu-a-89	IDP-25649
GIANT_HEIGHT	ieu-a-89	IDP-25651
GIANT_HEIGHT	ieu-a-89	IDP-25656
GIANT_HEIGHT	ieu-a-89	IDP-25657
GIANT_HEIGHT	ieu-a-89	IDP-25662
GIANT_HEIGHT	ieu-a-89	IDP-25663
GIANT_HEIGHT	ieu-a-89	IDP-25664
GIANT_HEIGHT	ieu-a-89	IDP-25676
GIANT_HEIGHT	ieu-a-89	IDP-25694
GIANT_HEIGHT	ieu-a-89	IDP-25695
GIANT_HEIGHT	ieu-a-89	IDP-25716
GIANT_HEIGHT	ieu-a-89	IDP-25718
GIANT_HEIGHT	ieu-a-89	IDP-25719
GIANT_HEIGHT	ieu-a-89	IDP-25721
GIANT_HEIGHT	ieu-a-89	IDP-25722
GIANT_HEIGHT	ieu-a-89	IDP-25724
GIANT_HEIGHT	ieu-a-89	IDP-25725
GIANT_HEIGHT	ieu-a-89	IDP-25726
GIANT_HEIGHT	ieu-a-89	PC-5
GIANT_HEIGHT	ieu-a-89	PC-6
GIANT_HEIGHT	ieu-a-89	PC-7
GIANT_HEIGHT	ieu-a-89	PC-8
GIANT_HEIGHT	ieu-a-89	PC-9
GIANT_HIP_Combined_EUR	ukb-b-15590	IDP-25368
GIANT_HIP_Combined_EUR	ukb-b-15590	IDP-25546
GIANT_HIP_Combined_EUR	ukb-b-15590	IDP-25610
GIANT_WC_Combined_EUR	ukb-b-9405	IDP-25546
GIANT_WC_Combined_EUR	ukb-b-9405	IDP-25668
IMMUNOBASE_Multiple_sclerosis_hg19	ieu-b-18	IDP-25118
IMMUNOBASE_Multiple_sclerosis_hg19	ieu-b-18	IDP-25311
IMMUNOBASE_Multiple_sclerosis_hg19	ieu-b-18	IDP-25353
IMMUNOBASE_Multiple_sclerosis_hg19	ieu-b-18	IDP-25406
IMMUNOBASE_Multiple_sclerosis_hg19	ieu-b-18	IDP-25407
IMMUNOBASE_Multiple_sclerosis_hg19	ieu-b-18	IDP-25463
IMMUNOBASE_Multiple_sclerosis_hg19	ieu-b-18	IDP-25468
IMMUNOBASE_Multiple_sclerosis_hg19	ieu-b-18	IDP-25469
IMMUNOBASE_Multiple_sclerosis_hg19	ieu-b-18	IDP-25494
IMMUNOBASE_Multiple_sclerosis_hg19	ieu-b-18	IDP-25521
IMMUNOBASE_Multiple_sclerosis_hg19	ieu-b-18	IDP-25602
IMMUNOBASE_Multiple_sclerosis_hg19	ieu-b-18	IDP-25629
IMMUNOBASE_Multiple_sclerosis_hg19	ieu-b-18	IDP-25667
IMMUNOBASE_Multiple_sclerosis_hg19	ieu-b-18	IDP-25668
IMMUNOBASE_Multiple_sclerosis_hg19	ieu-b-18	IDP-25710
IMMUNOBASE_Multiple_sclerosis_hg19	ieu-b-18	IDP-25722
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25111
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25120
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25207
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25247
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25264
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25277
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25353
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25358
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25359
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25456
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25463
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25469
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25481
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25523
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25577
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25615
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25642
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25667
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25668
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25707
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25712
RA_OKADA_TRANS_ETHNIC	ukb-b-11874	IDP-25725
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25069
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25190
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25191
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25212
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25298
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25299
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25300
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25344
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25346
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25350
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25367
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25404
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25405
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25440
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25460
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25469
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25480
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25508
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25523
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25524
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25559
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25560
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25577
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25578
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25586
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25587
SSGAC_Education_Years_Pooled	ukb-b-6134	IDP-25657
SSGAC_Education_Years_Pooled	ukb-b-6134	PC-2
SSGAC_Education_Years_Pooled	ukb-b-6134	PC-6
SSGAC_Education_Years_Pooled	ukb-b-6134	PC-8
SSGAC_Education_Years_Pooled	ukb-b-6134	PC-9
UKB_1160_Sleep_duration	ukb-b-4424	IDP-25106
UKB_1160_Sleep_duration	ukb-b-4424	IDP-25117
UKB_1160_Sleep_duration	ukb-b-4424	IDP-25127
UKB_1160_Sleep_duration	ukb-b-4424	IDP-25202
UKB_1160_Sleep_duration	ukb-b-4424	IDP-25261
UKB_1160_Sleep_duration	ukb-b-4424	IDP-25309
UKB_1160_Sleep_duration	ukb-b-4424	IDP-25318
UKB_1160_Sleep_duration	ukb-b-4424	IDP-25338
UKB_1160_Sleep_duration	ukb-b-4424	IDP-25366
UKB_1160_Sleep_duration	ukb-b-4424	IDP-25367
UKB_1160_Sleep_duration	ukb-b-4424	IDP-25679
UKB_1160_Sleep_duration	ukb-b-4424	IDP-25696
UKB_1160_Sleep_duration	ukb-b-4424	IDP-25727
UKB_1160_Sleep_duration	ukb-b-4424	PC-2
UKB_1180_Morning_or_evening_person_chronotype	ukb-b-4956	IDP-25159
UKB_1180_Morning_or_evening_person_chronotype	ukb-b-4956	IDP-25300
UKB_1180_Morning_or_evening_person_chronotype	ukb-b-4956	IDP-25352
UKB_1180_Morning_or_evening_person_chronotype	ukb-b-4956	IDP-25353
UKB_1180_Morning_or_evening_person_chronotype	ukb-b-4956	IDP-25356
UKB_1180_Morning_or_evening_person_chronotype	ukb-b-4956	IDP-25376
UKB_1180_Morning_or_evening_person_chronotype	ukb-b-4956	IDP-25517
UKB_1180_Morning_or_evening_person_chronotype	ukb-b-4956	IDP-25535
UKB_1180_Morning_or_evening_person_chronotype	ukb-b-4956	IDP-25589
UKB_1180_Morning_or_evening_person_chronotype	ukb-b-4956	IDP-25693
UKB_1180_Morning_or_evening_person_chronotype	ukb-b-4956	IDP-25727
UKB_1200_Sleeplessness_or_insomnia	ukb-b-3957	IDP-25102
UKB_1200_Sleeplessness_or_insomnia	ukb-b-3957	IDP-25294
UKB_1200_Sleeplessness_or_insomnia	ukb-b-3957	IDP-25361
UKB_1200_Sleeplessness_or_insomnia	ukb-b-3957	IDP-25411
UKB_1807_Fathers_age_at_death	ukb-b-11303	IDP-25346
UKB_1807_Fathers_age_at_death	ukb-b-11303	PC-6
UKB_1807_Fathers_age_at_death	ukb-b-11303	PC-8
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25074
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25122
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25124
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25136
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25137
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25220
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25232
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25233
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25266
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25297
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25314
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25328
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25329
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25377
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25444
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25458
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25462
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25472
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25473
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25495
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25566
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25647
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	IDP-25688
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	PC-1
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	PC-3
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	PC-5
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	PC-6
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	PC-7
UKB_20002_1065_self_reported_hypertension	ukb-b-12493	PC-8
UKB_20002_1111_self_reported_asthma	ukb-b-20208	IDP-25170
UKB_20002_1111_self_reported_asthma	ukb-b-20208	IDP-25266
UKB_20002_1111_self_reported_asthma	ukb-b-20208	IDP-25345
UKB_20002_1111_self_reported_asthma	ukb-b-20208	IDP-25350
UKB_20002_1111_self_reported_asthma	ukb-b-20208	IDP-25351
UKB_20002_1111_self_reported_asthma	ukb-b-20208	IDP-25424
UKB_20002_1111_self_reported_asthma	ukb-b-20208	IDP-25440
UKB_20002_1111_self_reported_asthma	ukb-b-20208	IDP-25451
UKB_20002_1111_self_reported_asthma	ukb-b-20208	IDP-25563
UKB_20002_1154_self_reported_irritable_bowel_syndrome	ukb-b-2592	PC-8
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	ukb-b-20289	IDP-25087
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	ukb-b-20289	IDP-25231
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	ukb-b-20289	IDP-25476
