pheno	pheno_code	idp
UKB_20016_Fluid_intelligence_score	ukb-b-5238	IDP-25890
UKB_20022_Birth_weight	ukb-b-13378	IDP-25882
UKB_20022_Birth_weight	ukb-b-13378	IDP-25883
UKB_20022_Birth_weight	ukb-b-13378	PC-4
UKB_20127_Neuroticism_score	ukb-b-4630	IDP-25798
UKB_20127_Neuroticism_score	ukb-b-4630	IDP-25818
UKB_20127_Neuroticism_score	ukb-b-4630	IDP-25834
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25003
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25004
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25798
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25842
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25890
UKB_21001_Body_mass_index_BMI	ukb-b-19953	IDP-25912
UKB_21001_Body_mass_index_BMI	ukb-b-19953	PC-4
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25003
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25004
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25842
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25890
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25912
UKB_23099_Body_fat_percentage	ukb-b-8909	IDP-25911
UKB_23099_Body_fat_percentage	ukb-b-8909	PC-4
UKB_23099_Body_fat_percentage	ukb-b-8909	PC-5
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	ukb-a-303	IDP-25829
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	ukb-a-303	IDP-25869
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	ukb-a-303	IDP-25888
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	ukb-a-303	IDP-25889
UKB_50_Standing_height	ukb-b-10787	IDP-25003
UKB_50_Standing_height	ukb-b-10787	IDP-25835
UKB_50_Standing_height	ukb-b-10787	IDP-25852
UKB_50_Standing_height	ukb-b-10787	IDP-25851
UKB_50_Standing_height	ukb-b-10787	IDP-25853
UKB_50_Standing_height	ukb-b-10787	IDP-25912
UKB_50_Standing_height	ukb-b-10787	PC-4
UKB_50_Standing_height	ukb-b-10787	PC-3
UKB_50_Standing_height	ukb-b-10787	PC-5
pgc.scz2	ieu-a-22	IDP-25851
pgc.scz2	ieu-a-22	IDP-25890
GIANT_HIP_Combined_EUR	ukb-b-15590	IDP-25835
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	ukb-b-19732	IDP-25007
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	ukb-b-19732	IDP-25008
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	ukb-b-19732	IDP-25009
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	ukb-b-19732	IDP-25010
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	ukb-b-19732	IDP-25806
UKB_2395_2_Hair_or_balding_pattern_Pattern_2	ukb-a-301	IDP-25790
ENIGMA_Intracraneal_Volume	ieu-a-1041	IDP-25007
ENIGMA_Intracraneal_Volume	ieu-a-1041	IDP-25008
GEFOS_Forearm	ieu-a-977	IDP-25920
GLGC_Mc_HDL	ieu-a-299	IDP-25914
UKB_2395_3_Hair_or_balding_pattern_Pattern_3	ukb-a-302	IDP-25829
